epoch,train_loss,val_loss,train_mae,val_mae,train_mad,val_mad,train_final_mae,val_final_mae,train_final_mad,val_final_mad,train_relative_mae,val_relative_mae,train_relative_mad,val_relative_mad,lr_start,lr_end,eval_ran,epoch_time_seconds,total_elapsed_seconds,best_updated
18,0.5108250924699013,0.5491920706266106,9.398231506347656,9.93501091003418,7.2265625,7.787109375,9.398231506347656,9.93501091003418,7.2265625,7.787109375,9.398231506347656,9.93501091003418,7.2265625,7.787109375,0.00024375932900880674,0.00024290789152950267,True,231.5589366170002,4235.025811887,False
19,0.5096304447267512,0.5477848467619523,9.379173278808594,9.92895221710205,7.2578125,7.8203125,9.379173278808594,9.92895221710205,7.2578125,7.8203125,9.379173278808594,9.92895221710205,7.2578125,7.8203125,0.00024290789152950267,0.00024200374513808664,True,232.84481501900063,4467.87580455,False
20,0.5098369460823626,0.5474102615808538,9.380132675170898,9.924976348876953,7.2607421875,7.644775390625,9.380132675170898,9.924976348876953,7.2607421875,7.644775390625,9.380132675170898,9.924976348876953,7.2607421875,7.644775390625,0.00024200374513808664,0.0002410473027748875,True,236.91349892200014,4704.796498731,False
21,0.5099907959339028,0.5470910415074267,9.379753112792969,9.903562545776367,7.1328125,7.717529296875,9.379753112792969,9.903562545776367,7.1328125,7.717529296875,9.379753112792969,9.903562545776367,7.1328125,7.717529296875,0.0002410473027748875,0.00024003900126476872,True,242.53348326100058,4947.333201107999,False
22,0.5104305244516836,0.5457356024590984,9.38072681427002,9.887385368347168,7.234375,7.749267578125,9.38072681427002,9.887385368347168,7.234375,7.749267578125,9.38072681427002,9.887385368347168,7.234375,7.749267578125,0.00024003900126476872,0.00023897930111762248,True,242.46556105699983,5189.805154246999,True
23,0.5081843936666941,0.5463901385351452,9.362961769104004,9.885986328125,7.1953125,7.84228515625,9.362961769104004,9.885986328125,7.1953125,7.84228515625,9.362961769104004,9.885986328125,7.1953125,7.84228515625,0.00023897930111762248,0.00023786868631804617,True,241.9889934389994,5431.79836626,False
24,0.5081773154712986,0.5472558208468251,9.359977722167969,9.902206420898438,7.279052734375,7.9443359375,9.359977722167969,9.902206420898438,7.279052734375,7.9443359375,9.359977722167969,9.902206420898438,7.279052734375,7.9443359375,0.00023786868631804617,0.0002367076641042978,True,241.43783197700031,5673.2444527729995,False
25,0.5098613887900452,0.5463965336203074,9.377734184265137,9.869633674621582,7.189453125,7.845703125,9.377734184265137,9.869633674621582,7.189453125,7.845703125,9.377734184265137,9.869633674621582,7.189453125,7.845703125,0.0002367076641042978,0.00023549676473663092,True,240.99777538999933,5914.2500565049995,True
26,0.5096503317063026,0.5455411881584606,9.376351356506348,9.886103630065918,7.25,7.8828125,9.376351356506348,9.886103630065918,7.25,7.8828125,9.376351356506348,9.886103630065918,7.25,7.8828125,0.00023549676473663092,0.00023423654125511503,True,239.57004361200052,6153.822035675,False
27,0.5087367408947744,0.5463679868409209,9.364937782287598,9.876810073852539,7.1640625,8.0234375,9.364937782287598,9.876810073852539,7.1640625,8.0234375,9.364937782287598,9.876810073852539,7.1640625,8.0234375,0.00023423654125511503,0.0002329275692270518,True,238.13593616900016,6391.968876047999,False
28,0.5077252233100055,0.5473374738599609,9.354394912719727,9.893189430236816,7.23046875,7.890625,9.354394912719727,9.893189430236816,7.23046875,7.890625,9.354394912719727,9.893189430236816,7.23046875,7.890625,0.0002329275692270518,0.00023157044648410317,True,237.7047823060002,6629.680145066,False
29,0.5076776191339838,0.5452973185548609,9.345525741577148,9.862710952758789,7.1796875,7.8515625,9.345525741577148,9.862710952758789,7.1796875,7.8515625,9.345525741577148,9.862710952758789,7.1796875,7.8515625,0.00023157044648410317,0.0002301657928492503,True,239.32879720500023,6869.018035822,False
30,0.5094346746929876,0.5444268003252412,9.368598937988281,9.866802215576172,7.26171875,7.86328125,9.368598937988281,9.866802215576172,7.26171875,7.86328125,9.368598937988281,9.866802215576172,7.26171875,7.86328125,0.0002301657928492503,0.0002287142498537092,True,238.47450778300026,7107.49498857,False
31,0.5079381581680129,0.5424497157627871,9.359698295593262,9.837535858154297,7.24609375,7.96875,9.359698295593262,9.837535858154297,7.24609375,7.96875,9.359698295593262,9.837535858154297,7.24609375,7.96875,0.0002287142498537092,0.0002272164804439315,True,239.9556092820003,7347.456908468,True
32,0.5083416741991972,0.5440507480171921,9.361628532409668,9.86262321472168,7.29296875,7.83203125,9.361628532409668,9.86262321472168,7.29296875,7.83203125,9.361628532409668,9.86262321472168,7.29296875,7.83203125,0.0002272164804439315,0.00022567316867882456,True,241.4264090050001,7588.885565504999,False
33,0.5079053256425282,0.5456148454551109,9.3502836227417,9.897515296936035,7.2041015625,7.6484375,9.3502836227417,9.897515296936035,7.2041015625,7.6484375,9.3502836227417,9.897515296936035,7.2041015625,7.6484375,0.00022567316867882456,0.00022408501941732922,True,241.7061039550008,7830.597590572,False
34,0.5068140101658584,0.5432180585901333,9.3342924118042,9.852485656738281,7.140625,7.908203125,9.3342924118042,9.852485656738281,7.140625,7.908203125,9.3342924118042,9.852485656738281,7.140625,7.908203125,0.00022408501941732922,0.00022245275799649773,True,242.98993950800013,8073.594256322,False
35,0.5053634129042639,0.5434124808324838,9.315850257873535,9.843944549560547,7.2265625,7.8203125,9.315850257873535,9.843944549560547,7.2265625,7.8203125,9.315850257873535,9.843944549560547,7.2265625,7.8203125,0.00022245275799649773,0.00022077712990021885,True,239.73589643100058,8313.338696735,False
36,0.5043785474574364,0.5429915360280876,9.307525634765625,9.827978134155273,7.140625,7.9296875,9.307525634765625,9.827978134155273,7.140625,7.9296875,9.307525634765625,9.827978134155273,7.140625,7.9296875,0.00022077712990021885,0.0002190589004187417,True,241.20135609200042,8554.544293586,False
37,0.5026637778131173,0.5441224315892095,9.284065246582031,9.836233139038086,7.15625,7.95703125,9.284065246582031,9.836233139038086,7.15625,7.95703125,9.284065246582031,9.836233139038086,7.15625,7.95703125,0.0002190589004187417,0.0002172988542991536,True,240.2278320460009,8794.780514654,False
38,0.5048244765407942,0.5403125095501187,9.306099891662598,9.79997730255127,7.1591796875,7.77734375,9.306099891662598,9.79997730255127,7.1591796875,7.77734375,9.306099891662598,9.79997730255127,7.1591796875,7.77734375,0.0002172988542991536,0.00021549779538697152,True,240.52147802000036,9035.309850475,True
39,0.5012026002711665,0.5390212891981278,9.246574401855469,9.780255317687988,7.109375,7.7548828125,9.246574401855469,9.780255317687988,7.109375,7.7548828125,9.246574401855469,9.780255317687988,7.109375,7.7548828125,0.00021549779538697152,0.000213656546259011,True,241.614476439001,9276.929071289,True
40,0.5018395671664724,0.5344244905474477,9.266114234924316,9.726944923400879,7.1123046875,7.875,9.266114234924316,9.726944923400879,7.1123046875,7.875,9.266114234924316,9.726944923400879,7.1123046875,7.875,0.000213656546259011,0.0002117759478477004,True,241.9494323889994,9518.880795698,True
41,0.4998540113671754,0.5264521768684975,9.233580589294434,9.640226364135742,7.15625,7.62109375,9.233580589294434,9.640226364135742,7.15625,7.62109375,9.233580589294434,9.640226364135742,7.15625,7.62109375,0.0002117759478477004,0.0002098568590570112,True,241.41740406900135,9760.300517602,True
42,0.49565688434508604,0.5273273405821427,9.18284797668457,9.627634048461914,7.010498046875,7.81640625,9.18284797668457,9.627634048461914,7.010498046875,7.81640625,9.18284797668457,9.627634048461914,7.010498046875,7.81640625,0.0002098568590570112,0.00020790015637018087,True,241.56518711399985,10001.868444941,True
43,0.4937362186821014,0.5247375048059568,9.1575345993042,9.585307121276855,7.03125,7.6279296875,9.1575345993042,9.585307121276855,7.03125,7.6279296875,9.1575345993042,9.585307121276855,7.03125,7.6279296875,0.00020790015637018087,0.00020590673344940693,True,243.8538026790011,10245.724640803,True
44,0.49034900650954644,0.5162896733798954,9.11600112915039,9.497821807861328,6.9443359375,7.40625,9.11600112915039,9.497821807861328,6.9443359375,7.40625,9.11600112915039,9.497821807861328,6.9443359375,7.40625,0.00020590673344940693,0.00020387750072769473,True,241.6389348800003,10487.371348851,True
45,0.48464660861847764,0.5072705922922613,9.022705078125,9.368603706359863,7.00390625,7.349609375,9.022705078125,9.368603706359863,7.00390625,7.349609375,9.022705078125,9.368603706359863,7.00390625,7.349609375,0.00020387750072769473,0.00020181338499304616,True,239.90803363899977,10727.285456051999,True
46,0.48032567787530794,0.5021631048906067,8.96004867553711,9.308300971984863,6.935546875,7.3828125,8.96004867553711,9.308300971984863,6.935546875,7.3828125,8.96004867553711,9.308300971984863,6.935546875,7.3828125,0.00020181338499304616,0.0001997153289651782,True,241.2823747700004,10968.574039035999,True
47,0.4782507102186835,0.5080675109071451,8.936613082885742,9.35105037689209,6.9306640625,7.28125,8.936613082885742,9.35105037689209,6.9306640625,7.28125,8.936613082885742,9.35105037689209,6.9306640625,7.28125,0.0001997153289651782,0.00019758429086496563,True,240.24634603999948,11208.823133378999,False
48,0.47492600891937914,0.4947670723244987,8.89278507232666,9.178157806396484,6.96630859375,7.3828125,8.89278507232666,9.178157806396484,6.96630859375,7.3828125,8.89278507232666,9.178157806396484,6.96630859375,7.3828125,0.00019758429086496563,0.00019542124397680394,True,238.21731445899968,11447.049905341999,True
49,0.47461005220499397,0.4933643570120171,8.88547134399414,9.14284610748291,6.8515625,7.06640625,8.88547134399414,9.14284610748291,6.8515625,7.06640625,8.88547134399414,9.14284610748291,6.8515625,7.06640625,0.00019542124397680394,0.0001932271762040921,True,231.40652707700065,11678.459974823,True
50,0.4655552405875534,0.49846785282520223,8.77367115020752,9.22419261932373,6.82421875,7.460693359375,8.77367115020752,9.22419261932373,6.82421875,7.460693359375,8.77367115020752,9.22419261932373,6.82421875,7.460693359375,0.0001932271762040921,0.00019100308961803923,True,233.76573622100113,11912.22816189,False
51,0.4652407255259135,0.5183326805122771,8.754828453063965,9.518916130065918,6.80078125,7.65625,8.754828453063965,9.518916130065918,6.80078125,7.65625,8.754828453063965,9.518916130065918,6.80078125,7.65625,0.00019100308961803923,0.00018874999999999987,True,237.33262754899988,12149.575595422999,False
52,0.4596922417722359,0.494819726716586,8.676875114440918,9.179496765136719,6.78515625,7.234375,8.676875114440918,9.179496765136719,6.78515625,7.234375,8.676875114440918,9.179496765136719,6.78515625,7.234375,0.00018874999999999987,0.00018646893637754827,True,232.0005527910016,12381.585338306,False
53,0.4557207347134861,0.49740290357554945,8.620498657226562,9.218090057373047,6.6796875,7.3046875,8.620498657226562,9.218090057373047,6.6796875,7.3046875,8.620498657226562,9.218090057373047,6.6796875,7.3046875,0.00018646893637754827,0.00018416094055450223,True,229.5615763909991,12611.154118409,False
54,0.45497202849891794,0.47793985249116744,8.611833572387695,8.944512367248535,6.74609375,7.19921875,8.611833572387695,8.944512367248535,6.74609375,7.19921875,8.611833572387695,8.944512367248535,6.74609375,7.19921875,0.00018416094055450223,0.00018182706663511203,True,229.70016036800007,12840.861810453,True
55,0.4495703418481504,0.4674282975985994,8.533419609069824,8.78444766998291,6.59375,7.0234375,8.533419609069824,8.78444766998291,6.59375,7.0234375,8.533419609069824,8.78444766998291,6.59375,7.0234375,0.00018182706663511203,0.00017946838054263195,True,231.3509927819996,13072.215379006,True
56,0.44384973839622793,0.4846462482824232,8.456889152526855,9.061652183532715,6.5546875,7.1796875,8.456889152526855,9.061652183532715,6.5546875,7.1796875,8.456889152526855,9.061652183532715,6.5546875,7.1796875,0.00017946838054263195,0.00017708595953249318,True,231.2040903319994,13303.422516358,False
57,0.44233474864310157,0.47335109361257993,8.44508171081543,8.865411758422852,6.578125,7.2265625,8.44508171081543,8.865411758422852,6.578125,7.2265625,8.44508171081543,8.865411758422852,6.578125,7.2265625,0.00017708595953249318,0.00017468089170030127,True,230.67892286699862,13534.108795242999,False
58,0.4414632407406644,0.496847317813991,8.420783042907715,9.176740646362305,6.45703125,7.65234375,8.420783042907715,9.176740646362305,6.45703125,7.65234375,8.420783042907715,9.176740646362305,6.45703125,7.65234375,0.00017468089170030127,0.00017225427548488333,True,230.54042166200088,13764.655162932,False
59,0.43578834161691554,0.4605511988697346,8.363574981689453,8.727962493896484,6.4921875,7.0078125,8.363574981689453,8.727962493896484,6.4921875,7.0078125,8.363574981689453,8.727962493896484,6.4921875,7.0078125,0.00017225427548488333,0.00016980721916661014,True,233.1180150580003,13997.779156896,True
60,0.43807509472582473,0.46209281741486025,8.360575675964355,8.699399948120117,6.58203125,7.4921875,8.360575675964355,8.699399948120117,6.58203125,7.4921875,8.360575675964355,8.699399948120117,6.58203125,7.4921875,0.00016980721916661014,0.00016734084036122446,True,239.76999481500025,14237.552382656,True
61,0.4332099061664869,0.45284506231337407,8.305246353149414,8.56947135925293,6.5703125,7.15234375,8.305246353149414,8.56947135925293,6.5703125,7.15234375,8.305246353149414,8.56947135925293,6.5703125,7.15234375,0.00016734084036122446,0.00016485626550940527,True,243.3280204190014,14480.882970396,True
62,0.4266901089180756,0.45059328610900407,8.217365264892578,8.594171524047852,6.48046875,6.84765625,8.217365264892578,8.594171524047852,6.48046875,6.84765625,8.217365264892578,8.594171524047852,6.48046875,6.84765625,0.00016485626550940527,0.00016235462936230142,True,240.99517444999947,14721.881082922,False
63,0.4245868828849831,0.4457369853871735,8.200827598571777,8.478667259216309,6.4375,6.953125,8.200827598571777,8.478667259216309,6.4375,6.953125,8.200827598571777,8.478667259216309,6.4375,6.953125,0.00016235462936230142,0.00015983707446326985,True,239.41673552800057,14961.312807534,True
64,0.41961571955763344,0.45348244403889937,8.125809669494629,8.602051734924316,6.337890625,7.1015625,8.125809669494629,8.602051734924316,6.337890625,7.1015625,8.125809669494629,8.602051734924316,6.337890625,7.1015625,0.00015983707446326985,0.00015730475062605522,True,239.99646891199882,15201.313432414,False
65,0.4188776416349576,0.44984952087656477,8.099357604980469,8.525209426879883,6.318359375,6.83203125,8.099357604980469,8.525209426879883,6.318359375,6.83203125,8.099357604980469,8.525209426879883,6.318359375,6.83203125,0.00015730475062605522,0.0001547588144096484,True,240.75484592200155,15442.081643988,False
66,0.4144915052638899,0.4403980630978963,8.056492805480957,8.433784484863281,6.265625,6.84765625,8.056492805480957,8.433784484863281,6.265625,6.84765625,8.056492805480957,8.433784484863281,6.265625,6.84765625,0.0001547588144096484,0.00015220042859006498,True,241.69770349300052,15683.786340417999,True
67,0.4126200373979067,0.4410670549304422,8.024065971374512,8.427645683288574,6.3291015625,6.8203125,8.024065971374512,8.427645683288574,6.3291015625,6.8203125,8.024065971374512,8.427645683288574,6.3291015625,6.8203125,0.00015220042859006498,0.00014963076162928377,True,241.9342718150001,15925.723602601,False
68,0.41340485768247837,0.4395556378832706,8.041060447692871,8.405051231384277,6.2998046875,6.875,8.041060447692871,8.405051231384277,6.2998046875,6.875,8.041060447692871,8.405051231384277,6.2998046875,6.875,0.00014963076162928377,0.00014705098714158884,True,241.55854925600033,16167.291440756999,True
69,0.4076738601563689,0.43473983667843136,7.957596778869629,8.334081649780273,6.21875,6.6171875,7.957596778869629,8.334081649780273,6.21875,6.6171875,7.957596778869629,8.334081649780273,6.21875,6.6171875,0.00014705098714158884,0.0001444622833575582,True,242.12846498099861,16409.423958160998,True
70,0.4016154761187172,0.44733120900216977,7.863149642944336,8.533114433288574,6.0390625,6.93359375,7.863149642944336,8.533114433288574,6.0390625,6.93359375,7.863149642944336,8.533114433288574,6.0390625,6.93359375,0.0001444622833575582,0.0001418658325859441,True,238.6856312819982,16648.113477441,False
71,0.40025641014071855,0.4318187955719893,7.862334251403809,8.277403831481934,6.203125,6.703125,7.862334251403809,8.277403831481934,6.203125,6.703125,7.862334251403809,8.277403831481934,6.203125,6.703125,0.0001418658325859441,0.00013926282067369092,True,240.18041847399945,16888.300779877,True
72,0.3988542701296632,0.4386115002264314,7.840962886810303,8.372885704040527,6.181640625,6.6953125,7.840962886810303,8.372885704040527,6.181640625,6.6953125,7.840962886810303,8.372885704040527,6.181640625,6.6953125,0.00013926282067369092,0.00013665443646433686,True,238.42643377499917,17126.730015103,False
73,0.3990349055728698,0.42731836467437956,7.84520959854126,8.234176635742188,6.171875,6.629150390625,7.84520959854126,8.234176635742188,6.171875,6.629150390625,7.84520959854126,8.234176635742188,6.171875,6.629150390625,0.00013665443646433686,0.00013404187125504736,True,229.9167763559999,17356.653758059,True
74,0.394150025522507,0.43068522691392297,7.778999328613281,8.23398208618164,6.1904296875,6.62109375,7.778999328613281,8.23398208618164,6.1904296875,6.62109375,7.778999328613281,8.23398208618164,6.1904296875,6.62109375,0.00013404187125504736,0.00013142631825252768,True,229.09118419899823,17585.74790856,False
75,0.3903024769278742,0.45234881076036965,7.714535236358643,8.595292091369629,6.015625,6.64453125,7.714535236358643,8.595292091369629,6.015625,6.64453125,7.714535236358643,8.595292091369629,6.015625,6.64453125,0.00013142631825252768,0.00012880897202806313,True,231.2883470859997,17817.044526248,False
76,0.3866586036053409,0.4276492527123086,7.649867534637451,8.225723266601562,6.046875,6.77734375,7.649867534637451,8.225723266601562,6.046875,6.77734375,7.649867534637451,8.225723266601562,6.046875,6.77734375,0.00012880897202806313,0.00012619102797193667,True,229.04569127799914,18046.097487463,False
77,0.38436535716143666,0.4237840868647603,7.645961761474609,8.168439865112305,6.069580078125,6.890625,7.645961761474609,8.168439865112305,6.069580078125,6.890625,7.645961761474609,8.168439865112305,6.069580078125,6.890625,0.00012619102797193667,0.00012357368174747215,True,231.4633261199997,18277.567266923,True
78,0.3821260791900835,0.4165062645207281,7.575768947601318,8.066900253295898,5.89453125,6.515625,7.575768947601318,8.066900253295898,5.89453125,6.515625,7.575768947601318,8.066900253295898,5.89453125,6.515625,0.00012357368174747215,0.0001209581287449524,True,232.6705581540009,18510.242387703,True
79,0.379912160856653,0.41391959184516863,7.546195030212402,8.04874324798584,5.9208984375,6.58984375,7.546195030212402,8.04874324798584,5.9208984375,6.58984375,7.546195030212402,8.04874324798584,5.9208984375,6.58984375,0.0001209581287449524,0.00011834556353566291,True,230.24250658600067,18740.489446083,True
80,0.37327031495683594,0.41899451366815127,7.467833518981934,8.132981300354004,5.828125,6.63671875,7.467833518981934,8.132981300354004,5.828125,6.63671875,7.467833518981934,8.132981300354004,5.828125,6.63671875,0.00011834556353566291,0.0001157371793263089,True,230.50617794200298,18970.999607443,False
81,0.36935228643967055,0.41624085105652564,7.414152145385742,8.089305877685547,5.744140625,6.5048828125,7.414152145385742,8.089305877685547,5.744140625,6.5048828125,7.414152145385742,8.089305877685547,5.744140625,6.5048828125,0.0001157371793263089,0.00011313416741405567,True,229.46420774700164,19200.470847054,False
82,0.36732890742264945,0.408793028658269,7.390134811401367,7.993884563446045,5.84521484375,6.697265625,7.390134811401367,7.993884563446045,5.84521484375,6.697265625,7.390134811401367,7.993884563446045,5.84521484375,6.697265625,0.00011313416741405567,0.00011053771664244157,True,229.9959287069978,19430.474316552998,True
83,0.3686645395078201,0.42323124592635275,7.399658203125,8.154330253601074,5.8173828125,6.37109375,7.399658203125,8.154330253601074,5.8173828125,6.37109375,7.399658203125,8.154330253601074,5.8173828125,6.37109375,0.00011053771664244157,0.00010794901285841093,True,231.4679669299985,19661.945557472,False
84,0.3643603827692385,0.41639682972414466,7.344414234161377,8.113916397094727,5.724609375,6.4609375,7.344414234161377,8.113916397094727,5.724609375,6.4609375,7.344414234161377,8.113916397094727,5.724609375,6.4609375,0.00010794901285841093,0.00010536923837071604,True,230.52607401999921,19892.477600198,False
85,0.3640901066689864,0.4087402587351592,7.344603061676025,7.95804500579834,5.8046875,6.4765625,7.344603061676025,7.95804500579834,5.8046875,6.4765625,7.344603061676025,7.95804500579834,5.8046875,6.4765625,0.00010536923837071604,0.0001027995714099348,True,229.38546518500152,20121.870367748,True
86,0.3601418812078241,0.42148143471039695,7.271986484527588,8.14559555053711,5.5703125,6.595703125,7.271986484527588,8.14559555053711,5.5703125,6.595703125,7.271986484527588,8.14559555053711,5.5703125,6.595703125,0.0001027995714099348,0.0001002411855903514,True,229.82672664499842,20351.700103758,False
87,0.35906621662347266,0.4346062097944016,7.255062103271484,8.326889038085938,5.5859375,6.5390625,7.255062103271484,8.326889038085938,5.5859375,6.5390625,7.255062103271484,8.326889038085938,5.5859375,6.5390625,0.0001002411855903514,9.769524937394461e-05,True,228.96578605099785,20580.673849028,False
88,0.3554620405316809,0.40284971606514064,7.213951110839844,7.893733978271484,5.701171875,6.4814453125,7.213951110839844,7.893733978271484,5.701171875,6.4814453125,7.213951110839844,7.893733978271484,5.701171875,6.4814453125,9.769524937394461e-05,9.516292553672997e-05,True,233.75873211300132,20814.440235172,True
89,0.35248640630658135,0.4020207143097405,7.167942523956299,7.902276515960693,5.59375,6.64453125,7.167942523956299,7.902276515960693,5.59375,6.64453125,7.167942523956299,7.902276515960693,5.59375,6.64453125,9.516292553672997e-05,9.264537063769845e-05,True,229.82024046100196,21044.263750850998,False
90,0.35468951828860557,0.4291887657839653,7.2218475341796875,8.285730361938477,5.6640625,6.421875,7.2218475341796875,8.285730361938477,5.6640625,6.421875,7.2218475341796875,8.285730361938477,5.6640625,6.421875,9.264537063769845e-05,9.014373449059463e-05,True,228.83242424700074,21273.102517537,False
91,0.3474971261143446,0.3941454379956485,7.106274127960205,7.774822235107422,5.546875,6.3828125,7.106274127960205,7.774822235107422,5.546875,6.3828125,7.106274127960205,7.774822235107422,5.546875,6.3828125,9.014373449059463e-05,8.765915963877539e-05,True,230.88817421400017,21504.000794243,True
92,0.3490788861769966,0.3942634670630745,7.132751941680908,7.767265796661377,5.52734375,6.578125,7.132751941680908,7.767265796661377,5.52734375,6.578125,7.132751941680908,7.767265796661377,5.52734375,6.578125,8.765915963877539e-05,8.519278083338973e-05,True,229.5757482150002,21733.58004863,False
93,0.34432396375184243,0.3948119120544337,7.055442810058594,7.779737949371338,5.423828125,6.4375,7.055442810058594,7.779737949371338,5.423828125,6.4375,7.055442810058594,7.779737949371338,5.423828125,6.4375,8.519278083338973e-05,8.274572451511657e-05,True,317.9305659299971,22051.516727133,False
94,0.34547221395752725,0.4020209081711308,7.082601070404053,7.880122661590576,5.5,6.734375,7.082601070404053,7.880122661590576,5.5,6.734375,7.082601070404053,7.880122661590576,5.5,6.734375,8.274572451511657e-05,8.031910829969858e-05,True,278.9690285680008,22330.692434645,False
95,0.3438132774166897,0.4050264948715167,7.041232109069824,7.9404296875,5.53125,6.5888671875,7.041232109069824,7.9404296875,5.53125,6.5888671875,7.041232109069824,7.9404296875,5.53125,6.5888671875,8.031910829969858e-05,7.79140404675067e-05,True,272.8044613799975,22603.540860281,False
96,0.3360425579897412,0.3992283859226179,6.925931453704834,7.895963668823242,5.296875,6.765625,6.925931453704834,7.895963668823242,5.296875,6.765625,6.925931453704834,7.895963668823242,5.296875,6.765625,7.79140404675067e-05,7.553161945736784e-05,True,247.92874200900042,22851.726741123,False
