epoch,train_loss,val_loss,train_mae,val_mae,train_mad,val_mad,train_final_mae,val_final_mae,train_final_mad,val_final_mad,train_relative_mae,val_relative_mae,train_relative_mad,val_relative_mad,lr_start,lr_end,eval_ran,epoch_time_seconds,total_elapsed_seconds,best_updated,record_type,is_best_epoch,selection_metric,best_val_loss,best_val_mae,best_val_mad,test_loss,test_mae,test_mad
1,0.5518767511642733,0.5862663487732661,9.948983192443848,10.448508262634277,7.81005859375,8.2666015625,9.948983192443848,10.448508262634277,7.81005859375,8.2666015625,9.948983192443848,10.448508262634277,7.81005859375,8.2666015625,0.00011666666666666667,0.00018333333333333336,True,292.8162129040029,298.8248939360019,True,epoch,False,mae,,,,,,
2,0.5518829603975446,0.5862517784889082,9.949222564697266,10.448221206665039,7.8564453125,8.27734375,9.949222564697266,10.448221206665039,7.8564453125,8.27734375,9.949222564697266,10.448221206665039,7.8564453125,8.27734375,0.00018333333333333336,0.00025,True,262.5697716169998,561.3966280519999,False,epoch,False,mae,,,,,,
3,0.5516676395436797,0.5862684393664731,9.946398735046387,10.448585510253906,7.8212890625,8.263671875,9.946398735046387,10.448585510253906,7.8212890625,8.263671875,9.946398735046387,10.448585510253906,7.8212890625,8.263671875,0.00025,0.00024997202599558773,True,260.7177327120007,822.1219104880001,False,epoch,False,mae,,,,,,
4,0.5515654576300185,0.586284817184673,9.943930625915527,10.448649406433105,7.841796875,8.267578125,9.943930625915527,10.448649406433105,7.841796875,8.267578125,9.943930625915527,10.448649406433105,7.841796875,8.267578125,0.00024997202599558773,0.0002498881167585945,True,264.6023752969995,1086.7394960890015,False,epoch,False,mae,,,,,,
5,0.5514048455936719,0.586259651986613,9.943077087402344,10.448409080505371,7.81640625,8.2548828125,9.943077087402344,10.448409080505371,7.81640625,8.2548828125,9.943077087402344,10.448409080505371,7.81640625,8.2548828125,0.0002498881167585945,0.0002497483106119162,True,265.0106772770014,1351.7626236700016,False,epoch,False,mae,,,,,,
6,0.5517274095612218,0.5862381441563075,9.948185920715332,10.448007583618164,7.83203125,8.2607421875,9.948185920715332,10.448007583618164,7.83203125,8.2607421875,9.948185920715332,10.448007583618164,7.83203125,8.2607421875,0.0002497483106119162,0.0002495526714075978,True,263.2776934820031,1615.0539920130032,False,epoch,False,mae,,,,,,
7,0.5519724450252396,0.5862666903505152,9.951397895812988,10.448650360107422,7.8623046875,8.2607421875,9.951397895812988,10.448650360107422,7.8623046875,8.2607421875,9.951397895812988,10.448650360107422,7.8623046875,8.2607421875,0.0002495526714075978,0.00024930128849767156,True,264.59607473100186,1879.659752999003,False,epoch,False,mae,,,,,,
8,0.5519485338054227,0.5862851087709295,9.94994068145752,10.448729515075684,7.841796875,8.26171875,9.94994068145752,10.448729515075684,7.841796875,8.26171875,9.94994068145752,10.448729515075684,7.841796875,8.26171875,0.00024930128849767156,0.00024899427669334764,True,266.17210224000155,2145.8411079340003,False,epoch,False,mae,,,,,,
9,0.5516922141636814,0.5862974200977684,9.94705581665039,10.448807716369629,7.8203125,8.2685546875,9.94705581665039,10.448807716369629,7.8203125,8.2685546875,9.94705581665039,10.448807716369629,7.8203125,8.2685546875,0.00024899427669334764,0.00024863177621257823,True,263.98489075699763,2409.8333839570005,False,epoch,False,mae,,,,,,
10,0.5520282195709025,0.586260243184436,9.952569961547852,10.44836139678955,7.8564453125,8.2568359375,9.952569961547852,10.44836139678955,7.8564453125,8.2568359375,9.952569961547852,10.44836139678955,7.8564453125,8.2568359375,0.00024863177621257823,0.00024821395261601716,True,264.95652580299793,2674.7974301230024,False,epoch,False,mae,,,,,,
11,0.5519432781759105,0.5862670255743939,9.949596405029297,10.448365211486816,7.8681640625,8.275390625,9.949596405029297,10.448365211486816,7.8681640625,8.275390625,9.949596405029297,10.448365211486816,7.8681640625,8.275390625,0.00024821395261601716,0.00024774099673140546,True,266.48446926999895,2941.2901396190027,False,epoch,False,mae,,,,,,
12,0.5517932482591593,0.5863048097361689,9.947482109069824,10.449037551879883,7.83984375,8.263671875,9.947482109069824,10.449037551879883,7.83984375,8.263671875,9.947482109069824,10.449037551879883,7.83984375,8.263671875,0.00024774099673140546,0.00024721312456641657,True,268.1894878150015,3209.489204016001,False,epoch,False,mae,,,,,,
13,0.5519864201732964,0.5862342490387498,9.951605796813965,10.447811126708984,7.81640625,8.28125,9.951605796813965,10.447811126708984,7.81640625,8.28125,9.951605796813965,10.447811126708984,7.81640625,8.28125,0.00024721312456641657,0.0002466305772100019,True,266.988029008,3476.4850695210007,False,epoch,True,mae,,,,,,
14,0.5521159607233885,0.5862764069943742,9.954453468322754,10.448634147644043,7.83984375,8.263671875,9.954453468322754,10.448634147644043,7.83984375,8.263671875,9.954453468322754,10.448634147644043,7.83984375,8.263671875,0.0002466305772100019,0.000245993620722281,True,263.9272346189973,3740.418228851002,False,epoch,False,mae,,,,,,
15,0.5521325014085202,0.5862719300418548,9.956465721130371,10.448546409606934,7.8232421875,8.2578125,9.956465721130371,10.448546409606934,7.8232421875,8.2578125,9.956465721130371,10.448546409606934,7.8232421875,8.2578125,0.000245993620722281,0.0002453025460130268,True,267.7319200339989,4008.1572805470023,False,epoch,False,mae,,,,,,
16,0.5515997208705085,0.5862790302675202,9.946386337280273,10.448629379272461,7.849609375,8.2626953125,9.946386337280273,10.448629379272461,7.849609375,8.2626953125,9.946386337280273,10.448629379272461,7.849609375,8.2626953125,0.0002453025460130268,0.00024455766870880205,True,265.839086158001,4274.003445898001,False,epoch,False,mae,,,,,,
17,0.551636825111954,0.5862875827398741,9.946711540222168,10.44871711730957,7.82421875,8.2587890625,9.946711540222168,10.44871711730957,7.82421875,8.2587890625,9.946711540222168,10.44871711730957,7.82421875,8.2587890625,0.00024455766870880205,0.00024375932900880674,True,265.1731981929988,4539.186626823001,False,epoch,False,mae,,,,,,
13,,,,,,,,,,,,,,,,,,,,,best_model,True,mae,0.5862663487732661,10.448508262634277,8.2666015625,,,
