epoch,train_loss,val_loss,train_mae,val_mae,train_mad,val_mad,train_final_mae,val_final_mae,train_final_mad,val_final_mad,train_relative_mae,val_relative_mae,train_relative_mad,val_relative_mad,lr_start,lr_end,eval_ran,epoch_time_seconds,total_elapsed_seconds,best_updated
1,0.5428436229331445,0.5545671740220272,9.826202392578125,9.997986793518066,7.69140625,8.0087890625,9.826202392578125,9.997986793518066,7.69140625,8.0087890625,9.826202392578125,9.997986793518066,7.69140625,8.0087890625,0.00011666666666666667,0.00018333333333333336,True,265.19911824999997,270.033928913,True
2,0.530362848581197,0.5645862035296575,9.659518241882324,10.125207901000977,7.6328125,8.035400390625,9.659518241882324,10.125207901000977,7.6328125,8.035400390625,9.659518241882324,10.125207901000977,7.6328125,8.035400390625,0.00018333333333333336,0.00025,True,228.44014293900005,498.475795464,False
3,0.5258541478309187,0.5590236775503921,9.614428520202637,10.076944351196289,7.435546875,7.861328125,9.614428520202637,10.076944351196289,7.435546875,7.861328125,9.614428520202637,10.076944351196289,7.435546875,7.861328125,0.00025,0.00024997202599558773,True,229.75496195699998,728.236583267,False
4,0.5207715980278471,0.5468101732192501,9.536613464355469,9.882102012634277,7.48046875,7.888671875,9.536613464355469,9.882102012634277,7.48046875,7.888671875,9.536613464355469,9.882102012634277,7.48046875,7.888671875,0.00024997202599558773,0.0002498881167585945,True,231.71700944000008,959.963773767,True
5,0.519516478417985,0.5544022411985785,9.516910552978516,9.990513801574707,7.4453125,8.048828125,9.516910552978516,9.990513801574707,7.4453125,8.048828125,9.516910552978516,9.990513801574707,7.4453125,8.048828125,0.0002498881167585945,0.0002497483106119162,True,229.45725613000013,1189.422651534,False
6,0.5187661298158021,0.5479682929719816,9.512948989868164,9.91104507446289,7.42578125,7.900390625,9.512948989868164,9.91104507446289,7.42578125,7.900390625,9.512948989868164,9.91104507446289,7.42578125,7.900390625,0.0002497483106119162,0.0002495526714075978,True,230.12545744,1419.55900252,False
7,0.5172081179272344,0.5472493146612801,9.488675117492676,9.894163131713867,7.421875,7.8662109375,9.488675117492676,9.894163131713867,7.421875,7.8662109375,9.488675117492676,9.894163131713867,7.421875,7.8662109375,0.0002495526714075978,0.00024930128849767156,True,229.28404845,1648.856061857,False
8,0.5166705196410922,0.556668813231951,9.485722541809082,10.037195205688477,7.384765625,7.9951171875,9.485722541809082,10.037195205688477,7.384765625,7.9951171875,9.485722541809082,10.037195205688477,7.384765625,7.9951171875,0.00024930128849767156,0.00024899427669334764,True,229.766391913,1878.626898879,False
9,0.5163933744610301,0.5460017824239851,9.475269317626953,9.873262405395508,7.3515625,7.85400390625,9.475269317626953,9.873262405395508,7.3515625,7.85400390625,9.475269317626953,9.873262405395508,7.3515625,7.85400390625,0.00024899427669334764,0.00024863177621257823,True,229.88962968099986,2108.526191932,False
10,0.5148188257299905,0.5467290453623254,9.452376365661621,9.88707447052002,7.333984375,7.796875,9.452376365661621,9.88707447052002,7.333984375,7.796875,9.452376365661621,9.88707447052002,7.333984375,7.796875,0.00024863177621257823,0.00024821395261601716,True,229.60150867500033,2338.134630803,False
11,0.5139512958215725,0.5576610183147361,9.438976287841797,10.067852973937988,7.32763671875,7.91796875,9.438976287841797,10.067852973937988,7.32763671875,7.91796875,9.438976287841797,10.067852973937988,7.32763671875,7.91796875,0.00024821395261601716,0.00024774099673140546,True,230.38115023499995,2568.521161991,False
12,0.5116199525061298,0.5461185434924604,9.414002418518066,9.900394439697266,7.25390625,7.75390625,9.414002418518066,9.900394439697266,7.25390625,7.75390625,9.414002418518066,9.900394439697266,7.25390625,7.75390625,0.00024774099673140546,0.00024721312456641657,True,229.55142364999983,2798.0776706720003,False
13,0.5126733665061636,0.5509131494778905,9.428394317626953,9.963499069213867,7.373046875,8.0615234375,9.428394317626953,9.963499069213867,7.373046875,8.0615234375,9.428394317626953,9.963499069213867,7.373046875,8.0615234375,0.00024721312456641657,0.0002466305772100019,True,230.15702515700013,3028.245831685,False
14,0.5107313336960888,0.5463196875169601,9.388971328735352,9.88443374633789,7.328125,7.890625,9.388971328735352,9.88443374633789,7.328125,7.890625,9.388971328735352,9.88443374633789,7.328125,7.890625,0.0002466305772100019,0.000245993620722281,True,230.33155969400013,3258.582050603,False
