epoch,train_loss,val_loss,train_mae,val_mae,train_mad,val_mad,train_final_mae,val_final_mae,train_final_mad,val_final_mad,train_relative_mae,val_relative_mae,train_relative_mad,val_relative_mad,lr_start,lr_end,eval_ran,epoch_time_seconds,total_elapsed_seconds,best_updated
1,0.578128648247143,0.5901362952811521,10.310525894165039,10.480152130126953,8.158203125,8.259765625,10.310525894165039,10.480152130126953,8.158203125,8.259765625,10.310525894165039,10.480152130126953,8.158203125,8.259765625,0.00011666666666666667,0.00018333333333333336,True,390.0234287869971,393.8651555100005,True
2,0.5580466915362303,0.5860672050572378,10.032631874084473,10.446268081665039,7.92578125,8.4130859375,10.032631874084473,10.446268081665039,7.92578125,8.4130859375,10.032631874084473,10.446268081665039,7.92578125,8.4130859375,0.00018333333333333336,0.00025,True,346.5020130529956,740.3710115610011,True
3,0.5529239061012922,0.5891366662016089,9.961997985839844,10.458333969116211,7.7578125,8.314453125,9.961997985839844,10.458333969116211,7.7578125,8.314453125,9.961997985839844,10.458333969116211,7.7578125,8.314453125,0.00025,0.0002499201416852354,True,325.96086921299866,1066.3400171110043,False
4,0.5516105232462816,0.5726550897742723,9.954273223876953,10.22875690460205,7.8076171875,8.07568359375,9.954273223876953,10.22875690460205,7.8076171875,8.07568359375,9.954273223876953,10.22875690460205,7.8076171875,8.07568359375,0.0002499201416852354,0.00024968067086094883,True,328.7721391149971,1395.1540055270016,True
5,0.5441661339827822,0.5631798395435071,9.84542465209961,10.108805656433105,7.7197265625,8.018310546875,9.84542465209961,10.108805656433105,7.7197265625,8.018310546875,9.84542465209961,10.108805656433105,7.7197265625,8.018310546875,0.00024968067086094883,0.000249281899751409,True,328.1851280940027,1723.3423059120032,True
6,0.5369816712724383,0.5673967833940311,9.756698608398438,10.203240394592285,7.639892578125,8.1396484375,9.756698608398438,10.203240394592285,7.639892578125,8.1396484375,9.756698608398438,10.203240394592285,7.639892578125,8.1396484375,0.000249281899751409,0.00024872434827806554,True,326.09811115800403,2049.444204438005,False
7,0.535570987083182,0.5599852941648155,9.730415344238281,10.07786750793457,7.6123046875,8.0859375,9.730415344238281,10.07786750793457,7.6123046875,8.0859375,9.730415344238281,10.07786750793457,7.6123046875,8.0859375,0.00024872434827806554,0.00024800874338167027,True,334.5825061439973,2384.037269338005,True
8,0.5342685789863088,0.5641157622925864,9.724837303161621,10.129843711853027,7.6279296875,8.160888671875,9.724837303161621,10.129843711853027,7.6279296875,8.160888671875,9.724837303161621,10.129843711853027,7.6279296875,8.160888671875,0.00024800874338167027,0.00024713601807448555,True,339.5076118329962,2723.550612637002,False
9,0.5335654903795524,0.5620108897187767,9.704055786132812,10.082798957824707,7.52734375,8.1123046875,9.704055786132812,10.082798957824707,7.52734375,8.1123046875,9.704055786132812,10.082798957824707,7.52734375,8.1123046875,0.00024713601807448555,0.00024610731022381394,True,337.8046024130017,3061.4323186220063,False
10,0.5287692107163889,0.5551267209427554,9.636176109313965,10.012192726135254,7.4267578125,8.0947265625,9.636176109313965,10.012192726135254,7.4267578125,8.0947265625,9.636176109313965,10.012192726135254,7.4267578125,8.0947265625,0.00024610731022381394,0.0002449239610684365,True,347.023000813002,3408.5004140439996,True
11,0.5303101606397025,0.5581975220630747,9.664441108703613,10.065138816833496,7.65625,8.1767578125,9.664441108703613,10.065138816833496,7.65625,8.1767578125,9.664441108703613,10.065138816833496,7.65625,8.1767578125,0.0002449239610684365,0.00024358751346989326,True,354.4934009290009,3763.006342501001,False
12,0.5317397168795933,0.5557398837880032,9.694208145141602,10.037212371826172,7.5654296875,8.2744140625,9.694208145141602,10.037212371826172,7.5654296875,8.2744140625,9.694208145141602,10.037212371826172,7.5654296875,8.2744140625,0.00024358751346989326,0.00024209970990088608,True,356.89350455499516,4120.042532616004,False
13,0.5272223451406312,0.5548092366769638,9.620405197143555,10.011056900024414,7.5888671875,7.953857421875,9.620405197143555,10.011056900024414,7.5888671875,7.953857421875,9.620405197143555,10.011056900024414,7.5888671875,7.953857421875,0.00024209970990088608,0.00024046249017342677,True,351.818773635001,4472.009400576004,True
